gpt2_rouge_1,gpt2_rouge_2,gpt2_rouge_L,chatgpt_rouge_1,chatgpt_rouge_2,chatgpt_rouge_L,llama_rouge_1,llama_rouge_2,llama_rouge_L
0.18264839850795442,0.057507984407312654,0.18264839850795442,0.21476509640286479,0.06730768851007787,0.21476509640286479,0.2916666616753473,0.08333332840138918,0.27083332834201396
0.2736842055711912,0.0689655122948874,0.2736842055711912,0.2727272685640496,0.04979252721957298,0.26136363220041325,0.3392857093112245,0.07947019379150068,0.30357142359693884
0.2360248397299488,0.0566037685853511,0.2236024794815016,0.2464454929952158,0.05863191732326106,0.2464454929952158,0.2589928008136225,0.08247422183813401,0.2589928008136225
0.1132075448310985,0.0344827562114486,0.1132075448310985,0.12365591012328027,0.02234636489622736,0.12365591012328027,0.13529411455449836,0.028571425546939096,0.13529411455449836
0.24734981836706674,0.04186046015954629,0.24734981836706674,0.1643835566628356,0.04090908593233532,0.1643835566628356,0.19354838301514163,0.05678233054961266,0.19354838301514163
0.25999999588200007,0.057971010316110363,0.25999999588200007,0.1909090865376034,0.03773584481685899,0.1909090865376034,0.25185184686529494,0.07446808011147613,0.25185184686529494
0.16713091563535362,0.047337274753685335,0.16713091563535362,0.14669926209790723,0.023064245906924224,0.14669926209790723,0.13414633875390397,0.02959830602863309,0.13414633875390397
0.3676470541936095,0.13493975444726392,0.36029411301713893,0.18947367943958154,0.041860460408762026,0.18947367943958154,0.20083681608585285,0.04558404194316634,0.20083681608585285
0.36464087914410426,0.05925925429876586,0.36464087914410426,0.17283950124405167,0.0394366148659399,0.17283950124405167,0.20879120394577963,0.06425702327575397,0.20879120394577963
0.2997275158146545,0.030612240572678664,0.2997275158146545,0.17760617260983003,0.0378378328379846,0.17760617260983003,0.207253881725684,0.05323193502233692,0.18652849312464773
0.19999999685759642,0.022119813166829053,0.19682539368299323,0.1118210831827926,0.014611869535764942,0.1118210831827926,0.09859154737855834,0.021890545815123487,0.09859154737855834
0.2536231840621719,0.06175771578765661,0.23913043043898352,0.18770226060724135,0.03326402865789891,0.18770226060724135,0.18473895212399807,0.05128204796107844,0.18473895212399807
0.1893491094303421,0.04897958932977939,0.1893491094303421,0.2485875677321332,0.08264462556655974,0.2485875677321332,0.3789473640243768,0.12698412290249447,0.3578947324454294
0.20883533636618776,0.04494381524381446,0.20883533636618776,0.15646258016729156,0.03800474580734766,0.15646258016729156,0.2187499953955079,0.06130267738347974,0.1979166620621746
0.17142856836832654,0.04810996299754387,0.16571428265404084,0.1494505447589423,0.026845633089897604,0.1450549403633379,0.13142856836832661,0.031195838017955987,0.13142856836832661
0.24827585820118908,0.13541666307779957,0.24827585820118908,0.1732283415806933,0.047999995233280475,0.1732283415806933,0.21229049798445754,0.07531380279616984,0.21229049798445754
0.263736258854607,0.04878048297970833,0.263736258854607,0.19246861432047768,0.035294112746713485,0.19246861432047768,0.1916167617985587,0.05172413326545821,0.1916167617985587
0.38288287802177184,0.20056496706039142,0.38288287802177184,0.12680114775971918,0.023952090827527618,0.12680114775971918,0.12648220950803807,0.027700827146814946,0.12648220950803807
0.2841530007942907,0.06866952310044426,0.262295077297023,0.21052631160357038,0.03647416007834415,0.21052631160357038,0.29687499501953135,0.05681817683432378,0.29687499501953135
0.20634920148809538,0.04371584219893152,0.20634920148809538,0.1984126935515874,0.03314916645767904,0.1984126935515874,0.22818791530111263,0.059999996058000264,0.22818791530111263
0.2985074580084652,0.07511736684520288,0.2985074580084652,0.19883040521869985,0.048582992273271446,0.19883040521869985,0.3505154589223085,0.12903225306971924,0.3505154589223085
0.3692307642414202,0.13157894238227166,0.3692307642414202,0.28025477390076675,0.08810572420345833,0.28025477390076675,0.43037974206697643,0.10309277883728367,0.37974683067457143
0.15982720980309664,0.029498521146179204,0.15550755537545086,0.1174168252175813,0.01581027215103561,0.10958903656787486,0.1055408950049081,0.01785714083265329,0.10026385015002684
0.31674207654634434,0.06349205865578268,0.30769230279068827,0.2098360607247515,0.040909086028512974,0.2098360607247515,0.24137930634958385,0.04878048411659754,0.24137930634958385
0.17567567256596972,0.05555555265603582,0.17567567256596972,0.12807881289123754,0.026490061385027856,0.12807881289123754,0.1533101017441028,0.0571428545596373,0.1533101017441028
0.31007751472717987,0.08333332888888913,0.3023255767426838,0.20689654672654567,0.0326530562345697,0.2006269542500566,0.23529411443531337,0.07073954692776141,0.23529411443531337
0.3190184006548986,0.1071428532206634,0.3190184006548986,0.17171716794204683,0.04240282351384112,0.17171716794204683,0.26804123211818476,0.08064515629552581,0.26804123211818476
0.30263157395083107,0.08290154942038742,0.30263157395083107,0.22489959409106308,0.04383561241118446,0.22489959409106308,0.30158729687074837,0.07361962721818689,0.30158729687074837
0.21052631140504782,0.03960395627443975,0.21052631140504782,0.16455695702852122,0.026086951543006616,0.15189872918041997,0.20895522029751742,0.03690036572486788,0.20895522029751742
0.26666666252088894,0.036809812125409715,0.26666666252088894,0.1725239566626179,0.03433475895595866,0.1725239566626179,0.21568627107122262,0.03300329711422659,0.21568627107122262
0.26984126534517516,0.09876542803231232,0.25396824947215935,0.15525113839661395,0.05194804940715141,0.15525113839661395,0.26666666167654324,0.09259258770233222,0.26666666167654324
0.29126213117164673,0.10606060151974309,0.29126213117164673,0.16814159000704837,0.037151700343720506,0.15929203248492446,0.42352940678200696,0.11538461045118363,0.42352940678200696
0.3119266005910465,0.05656565166852404,0.3058103926399761,0.19999999503517182,0.03870967245822702,0.19999999503517182,0.22772276810116665,0.04861110722608056,0.22772276810116665
0.24999999516200008,0.041493771006009435,0.24999999516200008,0.17241378827681345,0.03626942550336979,0.17241378827681345,0.2906976701108708,0.11764705434688598,0.2906976701108708
0.25925925475480116,0.06309147821950693,0.24074073623628267,0.2175438546491845,0.03278688024614921,0.20350876692988626,0.22448979192628077,0.043165464004969,0.22448979192628077
0.1954022952483816,0.04149377241094364,0.1954022952483816,0.16053511211776167,0.02784222247188678,0.16053511211776167,0.21111110725246918,0.06451612528225828,0.18888888503024698
